# tcp-scan-services -- TCP port number to service name map file for tcp-scan
#
# This file contains the TCP port number to service name mapping file that
# is used by tcp-scan to display TCP service names.
#
# The format of this file is the same as that used for the services file used
# by Unix, Linux and Windows, which is typically located in /etc/services or
# %WINDIR%\system32\drivers\etc\services.
#
masc	2587/tcp
privilege	2588/tcp
quartus-tcl	2589/tcp
idotdist	2590/tcp
maytagshuffle	2591/tcp
netrek	2592/tcp
mns-mail	2593/tcp
dts	2594/tcp
worldfusion1	2595/tcp
worldfusion2	2596/tcp
homesteadglory	2597/tcp
citriximaclient	2598/tcp
snapd	2599/tcp
hpstgmgr	2600/tcp
discp-client	2601/tcp
discp-server	2602/tcp
servicemeter	2603/tcp
nsc-ccs	2604/tcp
nsc-posa	2605/tcp
netmon	2606/tcp
connection	2607/tcp
wag-service	2608/tcp
system-monitor	2609/tcp
versa-tek	2610/tcp
lionhead	2611/tcp
qpasa-agent	2612/tcp
smntubootstrap	2613/tcp
neveroffline	2614/tcp
firepower	2615/tcp
appswitch-emp	2616/tcp
cmadmin	2617/tcp
priority-e-com	2618/tcp
bruce	2619/tcp
lpsrecommender	2620/tcp
miles-apart	2621/tcp
metricadbc	2622/tcp
lmdp	2623/tcp
aria	2624/tcp
blwnkl-port	2625/tcp
gbjd816	2626/tcp
moshebeeri	2627/tcp
dict	2628/tcp
sitaraserver	2629/tcp
sitaramgmt	2630/tcp
sitaradir	2631/tcp
irdg-post	2632/tcp
interintelli	2633/tcp
pk-electronics	2634/tcp
backburner	2635/tcp
solve	2636/tcp
imdocsvc	2637/tcp
sybaseanywhere	2638/tcp
aminet	2639/tcp
sai_sentlm	2640/tcp
hdl-srv	2641/tcp
tragic	2642/tcp
gte-samp	2643/tcp
travsoft-ipx-t	2644/tcp
novell-ipx-cmd	2645/tcp
and-lm	2646/tcp
syncserver	2647/tcp
upsnotifyprot	2648/tcp
vpsipport	2649/tcp
eristwoguns	2650/tcp
ebinsite	2651/tcp
interpathpanel	2652/tcp
sonus	2653/tcp
corel_vncadmin	2654/tcp
unglue	2655/tcp
kana	2656/tcp
sns-dispatcher	2657/tcp
sns-admin	2658/tcp
sns-query	2659/tcp
gcmonitor	2660/tcp
olhost	2661/tcp
bintec-capi	2662/tcp
bintec-tapi	2663/tcp
patrol-mq-gm	2664/tcp
patrol-mq-nm	2665/tcp
extensis	2666/tcp
alarm-clock-s	2667/tcp
alarm-clock-c	2668/tcp
toad	2669/tcp
tve-announce	2670/tcp
newlixreg	2671/tcp
nhserver	2672/tcp
firstcall42	2673/tcp
ewnn	2674/tcp
ttc-etap	2675/tcp
simslink	2676/tcp
gadgetgate1way	2677/tcp
gadgetgate2way	2678/tcp
syncserverssl	2679/tcp
pxc-sapxom	2680/tcp
mpnjsomb	2681/tcp
srsp	2682/tcp
ncdloadbalance	2683/tcp
mpnjsosv	2684/tcp
mpnjsocl	2685/tcp
mpnjsomg	2686/tcp
pq-lic-mgmt	2687/tcp
md-cg-http	2688/tcp
fastlynx	2689/tcp
hp-nnm-data	2690/tcp
itinternet	2691/tcp
admins-lms	2692/tcp
pwrsevent	2694/tcp
vspread	2695/tcp
unifyadmin	2696/tcp
oce-snmp-trap	2697/tcp
mck-ivpip	2698/tcp
csoft-plusclnt	2699/tcp
tqdata	2700/tcp
sms-rcinfo	2701/tcp
sms-xfer	2702/tcp
sms-chat	2703/tcp
sms-remctrl	2704/tcp
sds-admin	2705/tcp
ncdmirroring	2706/tcp
emcsymapiport	2707/tcp
banyan-net	2708/tcp
supermon	2709/tcp
sso-service	2710/tcp
sso-control	2711/tcp
aocp	2712/tcp
raven1	2713/tcp
raven2	2714/tcp
hpstgmgr2	2715/tcp
inova-ip-disco	2716/tcp
pn-requester	2717/tcp
pn-requester2	2718/tcp
scan-change	2719/tcp
wkars	2720/tcp
smart-diagnose	2721/tcp
proactivesrvr	2722/tcp
watchdognt	2723/tcp
qotps	2724/tcp
msolap-ptp2	2725/tcp
tams	2726/tcp
mgcp-callagent	2727/tcp
sqdr	2728/tcp
tcim-control	2729/tcp
nec-raidplus	2730/tcp
fyre-messanger	2731/tcp
g5m	2732/tcp
signet-ctf	2733/tcp
ccs-software	2734/tcp
netiq-mc	2735/tcp
radwiz-nms-srv	2736/tcp
srp-feedback	2737/tcp
ndl-tcp-ois-gw	2738/tcp
tn-timing	2739/tcp
alarm	2740/tcp
tsb	2741/tcp
tsb2	2742/tcp
murx	2743/tcp
honyaku	2744/tcp
urbisnet	2745/tcp
cpudpencap	2746/tcp
fjippol-swrly	2747/tcp
fjippol-polsvr	2748/tcp
fjippol-cnsl	2749/tcp
fjippol-port1	2750/tcp
fjippol-port2	2751/tcp
rsisysaccess	2752/tcp
de-spot	2753/tcp
apollo-cc	2754/tcp
expresspay	2755/tcp
simplement-tie	2756/tcp
cnrp	2757/tcp
apollo-status	2758/tcp
apollo-gms	2759/tcp
sabams	2760/tcp
dicom-iscl	2761/tcp
dicom-tls	2762/tcp
desktop-dna	2763/tcp
data-insurance	2764/tcp
qip-audup	2765/tcp
compaq-scp	2766/tcp
uadtc	2767/tcp
uacs	2768/tcp
exce	2769/tcp
veronica	2770/tcp
vergencecm	2771/tcp
auris	2772/tcp
rbakcup1	2773/tcp
rbakcup2	2774/tcp
smpp	2775/tcp
ridgeway1	2776/tcp
ridgeway2	2777/tcp
gwen-sonya	2778/tcp
lbc-sync	2779/tcp
lbc-control	2780/tcp
whosells	2781/tcp
everydayrc	2782/tcp
aises	2783/tcp
www-dev	2784/tcp
aic-np	2785/tcp
aic-oncrpc	2786/tcp
piccolo	2787/tcp
fryeserv	2788/tcp
media-agent	2789/tcp
plgproxy	2790/tcp
mtport-regist	2791/tcp
f5-globalsite	2792/tcp
initlsmsad	2793/tcp
aaftp	2794/tcp
livestats	2795/tcp
ac-tech	2796/tcp
esp-encap	2797/tcp
tmesis-upshot	2798/tcp
icon-discover	2799/tcp
acc-raid	2800/tcp
igcp	2801/tcp
veritas-tcp1	2802/tcp
btprjctrl	2803/tcp
dvr-esm	2804/tcp
wta-wsp-s	2805/tcp
cspuni	2806/tcp
cspmulti	2807/tcp
j-lan-p	2808/tcp
corbaloc	2809/tcp
netsteward	2810/tcp
gsiftp	2811/tcp
atmtcp	2812/tcp
llm-pass	2813/tcp
llm-csv	2814/tcp
lbc-measure	2815/tcp
lbc-watchdog	2816/tcp
nmsigport	2817/tcp
rmlnk	2818/tcp
fc-faultnotify	2819/tcp
univision	2820/tcp
vrts-at-port	2821/tcp
ka0wuc	2822/tcp
cqg-netlan	2823/tcp
cqg-netlan-1	2824/tcp
slc-systemlog	2826/tcp
slc-ctrlrloops	2827/tcp
itm-lm	2828/tcp
silkp1	2829/tcp
silkp2	2830/tcp
silkp3	2831/tcp
silkp4	2832/tcp
glishd	2833/tcp
evtp	2834/tcp
evtp-data	2835/tcp
catalyst	2836/tcp
repliweb	2837/tcp
starbot	2838/tcp
nmsigport	2839/tcp
l3-exprt	2840/tcp
l3-ranger	2841/tcp
l3-hawk	2842/tcp
pdnet	2843/tcp
bpcp-poll	2844/tcp
bpcp-trap	2845/tcp
aimpp-hello	2846/tcp
aimpp-port-req	2847/tcp
amt-blc-port	2848/tcp
fxp	2849/tcp
metaconsole	2850/tcp
webemshttp	2851/tcp
bears-01	2852/tcp
ispipes	2853/tcp
infomover	2854/tcp
cesdinv	2856/tcp
simctlp	2857/tcp
ecnp	2858/tcp
activememory	2859/tcp
dialpad-voice1	2860/tcp
dialpad-voice2	2861/tcp
ttg-protocol	2862/tcp
sonardata	2863/tcp
astromed-main	2864/tcp
pit-vpn	2865/tcp
iwlistener	2866/tcp
esps-portal	2867/tcp
npep-messaging	2868/tcp
icslap	2869/tcp
daishi	2870/tcp
msi-selectplay	2871/tcp
radix	2872/tcp
dxmessagebase1	2874/tcp
dxmessagebase2	2875/tcp
sps-tunnel	2876/tcp
bluelance	2877/tcp
aap	2878/tcp
ucentric-ds	2879/tcp
synapse	2880/tcp
ndsp	2881/tcp
ndtp	2882/tcp
ndnp	2883/tcp
flashmsg	2884/tcp
topflow	2885/tcp
responselogic	2886/tcp
aironetddp	2887/tcp
spcsdlobby	2888/tcp
rsom	2889/tcp
cspclmulti	2890/tcp
cinegrfx-elmd	2891/tcp
snifferdata	2892/tcp
vseconnector	2893/tcp
abacus-remote	2894/tcp
natuslink	2895/tcp
ecovisiong6-1	2896/tcp
citrix-rtmp	2897/tcp
appliance-cfg	2898/tcp
powergemplus	2899/tcp
quicksuite	2900/tcp
allstorcns	2901/tcp
netaspi	2902/tcp
suitcase	2903/tcp
m2ua	2904/tcp
m3ua	2905/tcp
caller9	2906/tcp
webmethods-b2b	2907/tcp
mao	2908/tcp
funk-dialout	2909/tcp
tdaccess	2910/tcp
blockade	2911/tcp
epicon	2912/tcp
boosterware	2913/tcp
gamelobby	2914/tcp
tksocket	2915/tcp
elvin_server	2916/tcp
elvin_client	2917/tcp
kastenchasepad	2918/tcp
roboer	2919/tcp
roboeda	2920/tcp
cesdcdman	2921/tcp
cesdcdtrn	2922/tcp
wta-wsp-wtp-s	2923/tcp
precise-vip	2924/tcp
mobile-file-dl	2926/tcp
unimobilectrl	2927/tcp
redstone-cpss	2928/tcp
amx-webadmin	2929/tcp
amx-weblinx	2930/tcp
circle-x	2931/tcp
incp	2932/tcp
4-tieropmgw	2933/tcp
4-tieropmcli	2934/tcp
qtp	2935/tcp
otpatch	2936/tcp
pnaconsult-lm	2937/tcp
sm-pas-1	2938/tcp
sm-pas-2	2939/tcp
sm-pas-3	2940/tcp
sm-pas-4	2941/tcp
sm-pas-5	2942/tcp
ttnrepository	2943/tcp
megaco-h248	2944/tcp
h248-binary	2945/tcp
fjsvmpor	2946/tcp
gpsd	2947/tcp
wap-push	2948/tcp
wap-pushsecure	2949/tcp
esip	2950/tcp
ottp	2951/tcp
mpfwsas	2952/tcp
ovalarmsrv	2953/tcp
ovalarmsrv-cmd	2954/tcp
csnotify	2955/tcp
ovrimosdbman	2956/tcp
jmact5	2957/tcp
jmact6	2958/tcp
rmopagt	2959/tcp
dfoxserver	2960/tcp
boldsoft-lm	2961/tcp
iph-policy-cli	2962/tcp
iph-policy-adm	2963/tcp
bullant-srap	2964/tcp
bullant-rap	2965/tcp
idp-infotrieve	2966/tcp
ssc-agent	2967/tcp
enpp	2968/tcp
essp	2969/tcp
index-net	2970/tcp
netclip	2971/tcp
pmsm-webrctl	2972/tcp
svnetworks	2973/tcp
signal	2974/tcp
fjmpcm	2975/tcp
cns-srv-port	2976/tcp
ttc-etap-ns	2977/tcp
ttc-etap-ds	2978/tcp
h263-video	2979/tcp
wimd	2980/tcp
mylxamport	2981/tcp
iwb-whiteboard	2982/tcp
netplan	2983/tcp
hpidsadmin	2984/tcp
hpidsagent	2985/tcp
stonefalls	2986/tcp
identify	2987/tcp
hippad	2988/tcp
zarkov	2989/tcp
boscap	2990/tcp
wkstn-mon	2991/tcp
itb301	2992/tcp
veritas-vis1	2993/tcp
veritas-vis2	2994/tcp
idrs	2995/tcp
vsixml	2996/tcp
rebol	2997/tcp
realsecure	2998/tcp
remoteware-un	2999/tcp
hbci	3000/tcp
redwood-broker	3001/tcp
exlm-agent	3002/tcp
cgms	3003/tcp
csoftragent	3004/tcp
geniuslm	3005/tcp
ii-admin	3006/tcp
lotusmtap	3007/tcp
midnight-tech	3008/tcp
pxc-ntfy	3009/tcp
gw	3010/tcp
trusted-web	3011/tcp
twsdss	3012/tcp
gilatskysurfer	3013/tcp
broker_service	3014/tcp
nati-dstp	3015/tcp
notify_srvr	3016/tcp
event_listener	3017/tcp
srvc_registry	3018/tcp
resource_mgr	3019/tcp
cifs	3020/tcp
agriserver	3021/tcp
csregagent	3022/tcp
magicnotes	3023/tcp
nds_sso	3024/tcp
arepa-raft	3025/tcp
agri-gateway	3026/tcp
LiebDevMgmt_C	3027/tcp
LiebDevMgmt_DM	3028/tcp
LiebDevMgmt_A	3029/tcp
arepa-cas	3030/tcp
eppc	3031/tcp
redwood-chat	3032/tcp
pdb	3033/tcp
osmosis-aeea	3034/tcp
fjsv-gssagt	3035/tcp
hagel-dump	3036/tcp
hp-san-mgmt	3037/tcp
santak-ups	3038/tcp
cogitate	3039/tcp
tomato-springs	3040/tcp
di-traceware	3041/tcp
journee	3042/tcp
brp	3043/tcp
epp	3044/tcp
responsenet	3045/tcp
di-ase	3046/tcp
hlserver	3047/tcp
pctrader	3048/tcp
nsws	3049/tcp
gds_db	3050/tcp
galaxy-server	3051/tcp
apc-3052	3052/tcp
dsom-server	3053/tcp
amt-cnf-prot	3054/tcp
policyserver	3055/tcp
cdl-server	3056/tcp
goahead-fldup	3057/tcp
videobeans	3058/tcp
qsoft	3059/tcp
interserver	3060/tcp
cautcpd	3061/tcp
ncacn-ip-tcp	3062/tcp
ncadg-ip-udp	3063/tcp
rprt	3064/tcp
slinterbase	3065/tcp
netattachsdmp	3066/tcp
fjhpjp	3067/tcp
ls3bcast	3068/tcp
ls3	3069/tcp
mgxswitch	3070/tcp
csd-mgmt-port	3071/tcp
csd-monitor	3072/tcp
vcrp	3073/tcp
xbox	3074/tcp
orbix-locator	3075/tcp
orbix-config	3076/tcp
orbix-loc-ssl	3077/tcp
orbix-cfg-ssl	3078/tcp
lv-frontpanel	3079/tcp
stm_pproc	3080/tcp
tl1-lv	3081/tcp
tl1-raw	3082/tcp
tl1-telnet	3083/tcp
itm-mccs	3084/tcp
pcihreq	3085/tcp
jdl-dbkitchen	3086/tcp
asoki-sma	3087/tcp
xdtp	3088/tcp
ptk-alink	3089/tcp
rtss	3090/tcp
1ci-smcs	3091/tcp
njfss	3092/tcp
rapidmq-center	3093/tcp
rapidmq-reg	3094/tcp
panasas	3095/tcp
ndl-aps	3096/tcp
umm-port	3098/tcp
chmd	3099/tcp
opcon-xps	3100/tcp
hp-pxpib	3101/tcp
slslavemon	3102/tcp
autocuesmi	3103/tcp
autocuelog	3104/tcp
cardbox	3105/tcp
cardbox-http	3106/tcp
business	3107/tcp
geolocate	3108/tcp
personnel	3109/tcp
sim-control	3110/tcp
wsynch	3111/tcp
ksysguard	3112/tcp
cs-auth-svr	3113/tcp
ccmad	3114/tcp
mctet-master	3115/tcp
mctet-gateway	3116/tcp
mctet-jserv	3117/tcp
pkagent	3118/tcp
d2000kernel	3119/tcp
d2000webserver	3120/tcp
vtr-emulator	3122/tcp
edix	3123/tcp
beacon-port	3124/tcp
a13-an	3125/tcp
ms-dotnetster	3126/tcp
ctx-bridge	3127/tcp
ndl-aas	3128/tcp
netport-id	3129/tcp
icpv2	3130/tcp
netbookmark	3131/tcp
ms-rule-engine	3132/tcp
prism-deploy	3133/tcp
ecp	3134/tcp
peerbook-port	3135/tcp
grubd	3136/tcp
rtnt-1	3137/tcp
rtnt-2	3138/tcp
incognitorv	3139/tcp
ariliamulti	3140/tcp
vmodem	3141/tcp
rdc-wh-eos	3142/tcp
seaview	3143/tcp
tarantella	3144/tcp
csi-lfap	3145/tcp
bears-02	3146/tcp
rfio	3147/tcp
nm-game-admin	3148/tcp
nm-game-server	3149/tcp
nm-asses-admin	3150/tcp
nm-assessor	3151/tcp
feitianrockey	3152/tcp
s8-client-port	3153/tcp
ccmrmi	3154/tcp
jpegmpeg	3155/tcp
indura	3156/tcp
e3consultants	3157/tcp
stvp	3158/tcp
navegaweb-port	3159/tcp
tip-app-server	3160/tcp
doc1lm	3161/tcp
sflm	3162/tcp
res-sap	3163/tcp
imprs	3164/tcp
newgenpay	3165/tcp
qrepos	3166/tcp
poweroncontact	3167/tcp
poweronnud	3168/tcp
serverview-as	3169/tcp
serverview-asn	3170/tcp
serverview-gf	3171/tcp
serverview-rm	3172/tcp
serverview-icc	3173/tcp
armi-server	3174/tcp
t1-e1-over-ip	3175/tcp
ars-master	3176/tcp
phonex-port	3177/tcp
radclientport	3178/tcp
h2gf-w-2m	3179/tcp
mc-brk-srv	3180/tcp
bmcpatrolagent	3181/tcp
bmcpatrolrnvu	3182/tcp
cops-tls	3183/tcp
apogeex-port	3184/tcp
smpppd	3185/tcp
iiw-port	3186/tcp
odi-port	3187/tcp
brcm-comm-port	3188/tcp
pcle-infex	3189/tcp
csvr-proxy	3190/tcp
csvr-sslproxy	3191/tcp
firemonrcc	3192/tcp
spandataport	3193/tcp
magbind	3194/tcp
ncu-1	3195/tcp
ncu-2	3196/tcp
embrace-dp-s	3197/tcp
embrace-dp-c	3198/tcp
dmod-workspace	3199/tcp
tick-port	3200/tcp
cpq-tasksmart	3201/tcp
intraintra	3202/tcp
netwatcher-mon	3203/tcp
netwatcher-db	3204/tcp
isns	3205/tcp
ironmail	3206/tcp
vx-auth-port	3207/tcp
pfu-prcallback	3208/tcp
netwkpathengine	3209/tcp
flamenco-proxy	3210/tcp
avsecuremgmt	3211/tcp
surveyinst	3212/tcp
neon24x7	3213/tcp
jmq-daemon-1	3214/tcp
jmq-daemon-2	3215/tcp
ferrari-foam	3216/tcp
unite	3217/tcp
smartpackets	3218/tcp
wms-messenger	3219/tcp
xnm-ssl	3220/tcp
xnm-clear-text	3221/tcp
glbp	3222/tcp
digivote	3223/tcp
aes-discovery	3224/tcp
fcip-port	3225/tcp
isi-irp	3226/tcp
dwnmshttp	3227/tcp
dwmsgserver	3228/tcp
global-cd-port	3229/tcp
sftdst-port	3230/tcp
dsnl	3231/tcp
mdtp	3232/tcp
whisker	3233/tcp
alchemy	3234/tcp
mdap-port	3235/tcp
apparenet-ts	3236/tcp
apparenet-tps	3237/tcp
apparenet-as	3238/tcp
apparenet-ui	3239/tcp
triomotion	3240/tcp
sysorb	3241/tcp
sdp-id-port	3242/tcp
timelot	3243/tcp
onesaf	3244/tcp
vieo-fe	3245/tcp
dvt-system	3246/tcp
dvt-data	3247/tcp
procos-lm	3248/tcp
ssp	3249/tcp
hicp	3250/tcp
sysscanner	3251/tcp
dhe	3252/tcp
pda-data	3253/tcp
pda-sys	3254/tcp
semaphore	3255/tcp
cpqrpm-agent	3256/tcp
cpqrpm-server	3257/tcp
ivecon-port	3258/tcp
epncdp2	3259/tcp
iscsi-target	3260/tcp
winshadow	3261/tcp
necp	3262/tcp
ecolor-imager	3263/tcp
ccmail	3264/tcp
altav-tunnel	3265/tcp
ns-cfg-server	3266/tcp
ibm-dial-out	3267/tcp
msft-gc	3268/tcp
msft-gc-ssl	3269/tcp
verismart	3270/tcp
csoft-prev	3271/tcp
user-manager	3272/tcp
sxmp	3273/tcp
ordinox-server	3274/tcp
samd	3275/tcp
maxim-asics	3276/tcp
awg-proxy	3277/tcp
lkcmserver	3278/tcp
admind	3279/tcp
vs-server	3280/tcp
sysopt	3281/tcp
datusorb	3282/tcp
net-assistant	3283/tcp
4talk	3284/tcp
plato	3285/tcp
e-net	3286/tcp
directvdata	3287/tcp
cops	3288/tcp
enpc	3289/tcp
caps-lm	3290/tcp
sah-lm	3291/tcp
cart-o-rama	3292/tcp
fg-fps	3293/tcp
fg-gip	3294/tcp
dyniplookup	3295/tcp
rib-slm	3296/tcp
cytel-lm	3297/tcp
deskview	3298/tcp
pdrncs	3299/tcp
bmcpatrolagent	3300/tcp
bmcpatrolrnvu	3301/tcp
mcs-fastmail	3302/tcp
opsession-clnt	3303/tcp
opsession-srvr	3304/tcp
odette-ftp	3305/tcp
mysql	3306/tcp
opsession-prxy	3307/tcp
tns-server	3308/tcp
tns-adv	3309/tcp
dyna-access	3310/tcp
mcns-tel-ret	3311/tcp
appman-server	3312/tcp
uorb	3313/tcp
uohost	3314/tcp
cdid	3315/tcp
aicc-cmi	3316/tcp
vsaiport	3317/tcp
ssrip	3318/tcp
sdt-lmd	3319/tcp
officelink2000	3320/tcp
vnsstr	3321/tcp
active-net	3322/tcp
active-net	3323/tcp
active-net	3324/tcp
active-net	3325/tcp
sftu	3326/tcp
bbars	3327/tcp
egptlm	3328/tcp
hp-device-disc	3329/tcp
mcs-calypsoicf	3330/tcp
mcs-messaging	3331/tcp
mcs-mailsvr	3332/tcp
dec-notes	3333/tcp
directv-web	3334/tcp
directv-soft	3335/tcp
directv-tick	3336/tcp
directv-catlg	3337/tcp
anet-b	3338/tcp
anet-l	3339/tcp
anet-m	3340/tcp
anet-h	3341/tcp
webtie	3342/tcp
ms-cluster-net	3343/tcp
bnt-manager	3344/tcp
influence	3345/tcp
trnsprntproxy	3346/tcp
phoenix-rpc	3347/tcp
pangolin-laser	3348/tcp
chevinservices	3349/tcp
findviatv	3350/tcp
btrieve	3351/tcp
ssql	3352/tcp
fatpipe	3353/tcp
suitjd	3354/tcp
ordinox-dbase	3355/tcp
upnotifyps	3356/tcp
adtech-test	3357/tcp
mpsysrmsvr	3358/tcp
wg-netforce	3359/tcp
kv-server	3360/tcp
kv-agent	3361/tcp
dj-ilm	3362/tcp
nati-vi-server	3363/tcp
creativeserver	3364/tcp
contentserver	3365/tcp
creativepartnr	3366/tcp
satvid-datalnk	3367/tcp
satvid-datalnk	3368/tcp
satvid-datalnk	3369/tcp
satvid-datalnk	3370/tcp
satvid-datalnk	3371/tcp
tip2	3372/tcp
lavenir-lm	3373/tcp
cluster-disc	3374/tcp
vsnm-agent	3375/tcp
cdbroker	3376/tcp
cogsys-lm	3377/tcp
wsicopy	3378/tcp
socorfs	3379/tcp
sns-channels	3380/tcp
geneous	3381/tcp
fujitsu-neat	3382/tcp
esp-lm	3383/tcp
hp-clic	3384/tcp
qnxnetman	3385/tcp
gprs-data	3386/tcp
backroomnet	3387/tcp
cbserver	3388/tcp
ms-wbt-server	3389/tcp
dsc	3390/tcp
savant	3391/tcp
efi-lm	3392/tcp
d2k-tapestry1	3393/tcp
d2k-tapestry2	3394/tcp
dyna-lm	3395/tcp
printer_agent	3396/tcp
cloanto-lm	3397/tcp
mercantile	3398/tcp
csms	3399/tcp
csms2	3400/tcp
filecast	3401/tcp
fxaengine-net	3402/tcp
copysnap	3403/tcp
nokia-ann-ch1	3405/tcp
nokia-ann-ch2	3406/tcp
ldap-admin	3407/tcp
issapi	3408/tcp
networklens	3409/tcp
networklenss	3410/tcp
biolink-auth	3411/tcp
xmlblaster	3412/tcp
svnet	3413/tcp
wip-port	3414/tcp
bcinameservice	3415/tcp
commandport	3416/tcp
csvr	3417/tcp
rnmap	3418/tcp
softaudit	3419/tcp
ifcp-port	3420/tcp
bmap	3421/tcp
rusb-sys-port	3422/tcp
xtrm	3423/tcp
xtrms	3424/tcp
agps-port	3425/tcp
arkivio	3426/tcp
websphere-snmp	3427/tcp
twcss	3428/tcp
gcsp	3429/tcp
ssdispatch	3430/tcp
ndl-als	3431/tcp
osdcp	3432/tcp
alta-smp	3433/tcp
opencm	3434/tcp
pacom	3435/tcp
gc-config	3436/tcp
autocueds	3437/tcp
spiral-admin	3438/tcp
hri-port	3439/tcp
ans-console	3440/tcp
connect-client	3441/tcp
connect-server	3442/tcp
ov-nnm-websrv	3443/tcp
denali-server	3444/tcp
monp	3445/tcp
3comfaxrpc	3446/tcp
cddn	3447/tcp
dnc-port	3448/tcp
hotu-chat	3449/tcp
castorproxy	3450/tcp
asam	3451/tcp
sabp-signal	3452/tcp
pscupd	3453/tcp
mira	3454/tcp
prsvp	3455/tcp
vat	3456/tcp
vat-control	3457/tcp
d3winosfi	3458/tcp
integral	3459/tcp
edm-manager	3460/tcp
edm-stager	3461/tcp
edm-std-notify	3462/tcp
edm-adm-notify	3463/tcp
edm-mgr-sync	3464/tcp
edm-mgr-cntrl	3465/tcp
workflow	3466/tcp
rcst	3467/tcp
ttcmremotectrl	3468/tcp
pluribus	3469/tcp
jt400	3470/tcp
jt400-ssl	3471/tcp
jaugsremotec-1	3472/tcp
jaugsremotec-2	3473/tcp
ttntspauto	3474/tcp
genisar-port	3475/tcp
nppmp	3476/tcp
ecomm	3477/tcp
nat-stun-port	3478/tcp
twrpc	3479/tcp
plethora	3480/tcp
cleanerliverc	3481/tcp
vulture	3482/tcp
slim-devices	3483/tcp
gbs-stp	3484/tcp
celatalk	3485/tcp
ifsf-hb-port	3486/tcp
ltctcp	3487/tcp
fs-rh-srv	3488/tcp
dtp-dia	3489/tcp
colubris	3490/tcp
swr-port	3491/tcp
tvdumtray-port	3492/tcp
nut	3493/tcp
ibm3494	3494/tcp
seclayer-tcp	3495/tcp
seclayer-tls	3496/tcp
ipether232port	3497/tcp
dashpas-port	3498/tcp
sccip-media	3499/tcp
rtmp-port	3500/tcp
isoft-p2p	3501/tcp
avinstalldisc	3502/tcp
lsp-ping	3503/tcp
ironstorm	3504/tcp
ccmcomm	3505/tcp
apc-3506	3506/tcp
nesh-broker	3507/tcp
interactionweb	3508/tcp
vt-ssl	3509/tcp
xss-port	3510/tcp
webmail-2	3511/tcp
aztec	3512/tcp
arcpd	3513/tcp
must-p2p	3514/tcp
must-backplane	3515/tcp
smartcard-port	3516/tcp
802-11-iapp	3517/tcp
artifact-msg	3518/tcp
nvmsgd	3519/tcp
galileolog	3520/tcp
mc3ss	3521/tcp
nssocketport	3522/tcp
odeumservlink	3523/tcp
ecmport	3524/tcp
eisport	3525/tcp
starquiz-port	3526/tcp
beserver-msg-q	3527/tcp
jboss-iiop	3528/tcp
jboss-iiop-ssl	3529/tcp
gf	3530/tcp
joltid	3531/tcp
raven-rmp	3532/tcp
raven-rdp	3533/tcp
urld-port	3534/tcp
ms-la	3535/tcp
snac	3536/tcp
ni-visa-remote	3537/tcp
ibm-diradm	3538/tcp
ibm-diradm-ssl	3539/tcp
pnrp-port	3540/tcp
voispeed-port	3541/tcp
hacl-monitor	3542/tcp
qftest-lookup	3543/tcp
teredo	3544/tcp
camac	3545/tcp
symantec-sim	3547/tcp
interworld	3548/tcp
tellumat-nms	3549/tcp
ssmpp	3550/tcp
apcupsd	3551/tcp
taserver	3552/tcp
rbr-discovery	3553/tcp
questnotify	3554/tcp
razor	3555/tcp
sky-transport	3556/tcp
personalos-001	3557/tcp
mcp-port	3558/tcp
cctv-port	3559/tcp
iniserve-port	3560/tcp
bmc-onekey	3561/tcp
sdbproxy	3562/tcp
watcomdebug	3563/tcp
esimport	3564/tcp
m2pa	3565/tcp
quest-launcher	3566/tcp
emware-oft	3567/tcp
emware-epss	3568/tcp
mbg-ctrl	3569/tcp
mccwebsvr-port	3570/tcp
megardsvr-port	3571/tcp
megaregsvrport	3572/tcp
tag-ups-1	3573/tcp
dmaf-server	3574/tcp
ccm-port	3575/tcp
cmc-port	3576/tcp
config-port	3577/tcp
data-port	3578/tcp
ttat3lb	3579/tcp
nati-svrloc	3580/tcp
kfxaclicensing	3581/tcp
press	3582/tcp
canex-watch	3583/tcp
u-dbap	3584/tcp
emprise-lls	3585/tcp
emprise-lsc	3586/tcp
p2pgroup	3587/tcp
sentinel	3588/tcp
isomair	3589/tcp
wv-csp-sms	3590/tcp
gtrack-server	3591/tcp
gtrack-ne	3592/tcp
bpmd	3593/tcp
mediaspace	3594/tcp
shareapp	3595/tcp
iw-mmogame	3596/tcp
a14	3597/tcp
a15	3598/tcp
quasar-server	3599/tcp
trap-daemon	3600/tcp
visinet-gui	3601/tcp
infiniswitchcl	3602/tcp
int-rcv-cntrl	3603/tcp
bmc-jmx-port	3604/tcp
comcam-io	3605/tcp
splitlock	3606/tcp
precise-i3	3607/tcp
trendchip-dcp	3608/tcp
cpdi-pidas-cm	3609/tcp
echonet	3610/tcp
six-degrees	3611/tcp
hp-dataprotect	3612/tcp
alaris-disc	3613/tcp
sigma-port	3614/tcp
start-network	3615/tcp
cd3o-protocol	3616/tcp
sharp-server	3617/tcp
aairnet-1	3618/tcp
aairnet-2	3619/tcp
ep-pcp	3620/tcp
ep-nsp	3621/tcp
ff-lr-port	3622/tcp
haipe-discover	3623/tcp
dist-upgrade	3624/tcp
volley	3625/tcp
bvcdaemon-port	3626/tcp
jamserverport	3627/tcp
ept-machine	3628/tcp
escvpnet	3629/tcp
