Stage;TLD;Flags;Registry;"Registry Group";Backend;Start;End;Description
EA;care;;"Goose Cross, LLC";"Donuts Inc.";"Rightside Registry";2014-08-06T16:00:00Z;2014-08-13T16:00:00Z;
EA;clinic;;"Goose Park, LLC";"Donuts Inc.";"Rightside Registry";2014-08-06T16:00:00Z;2014-08-13T16:00:00Z;
EA;dental;;"Tin Birch, LLC";"Donuts Inc.";"Rightside Registry";2014-08-06T16:00:00Z;2014-08-13T16:00:00Z;
GA;fail;;"Atomic Pipe, LLC";"Donuts Inc.";"Rightside Registry";2014-08-06T16:00:00Z;2099-12-31T23:59:59Z;
GA;financial;;"Just Cover, LLC";"Donuts Inc.";"Rightside Registry";2014-08-06T16:00:00Z;2099-12-31T23:59:59Z;
GA;limited;;"Big Fest, LLC";"Donuts Inc.";"Rightside Registry";2014-08-06T16:00:00Z;2099-12-31T23:59:59Z;
SR;organic;FCFS;"Afilias Limited";"Afilias Limited";"Afilias Limited";2014-08-06T16:00:00Z;2014-09-05T16:00:00Z;
EA;surgery;;"Tin Avenue, LLC";"Donuts Inc.";"Rightside Registry";2014-08-06T16:00:00Z;2014-08-13T16:00:00Z;
GA;wtf;;"Hidden Way, LLC";"Donuts Inc.";"Rightside Registry";2014-08-06T16:00:00Z;2099-12-31T23:59:59Z;
GA;actor;;"Rightside Registry";;"Rightside Registry";2014-08-06T17:00:00Z;2099-12-31T23:59:59Z;
GA;rocks;;"Rightside Registry";;"Rightside Registry";2014-08-06T17:00:00Z;2099-12-31T23:59:59Z;
LR;yokohama;;"GMO Registry, Inc.";;"GMO Registry, Inc.";2014-08-06T17:00:00Z;2014-08-06T18:00:00Z;
SR;healthcare;;"Silver Glen, LLC";"Donuts Inc.";"Rightside Registry";2014-08-12T16:00:00Z;2014-10-11T16:00:00Z;
SR;airforce;;"Rightside Registry";;"Rightside Registry";2014-08-12T17:00:00Z;2014-10-11T17:00:00Z;
SR;army;;"Rightside Registry";;"Rightside Registry";2014-08-12T17:00:00Z;2014-10-11T17:00:00Z;
SR;navy;;"Rightside Registry";;"Rightside Registry";2014-08-12T17:00:00Z;2014-10-11T17:00:00Z;
SR;vet;;"Rightside Registry";;"Rightside Registry";2014-08-12T17:00:00Z;2014-10-11T17:00:00Z;
GA;care;;"Goose Cross, LLC";"Donuts Inc.";"Rightside Registry";2014-08-13T16:00:00Z;2099-12-31T23:59:59Z;
EA;cash;;"Delta Lake, LLC";"Donuts Inc.";"Rightside Registry";2014-08-13T16:00:00Z;2014-08-20T16:00:00Z;
GA;clinic;;"Goose Park, LLC";"Donuts Inc.";"Rightside Registry";2014-08-13T16:00:00Z;2099-12-31T23:59:59Z;
GA;dental;;"Tin Birch, LLC";"Donuts Inc.";"Rightside Registry";2014-08-13T16:00:00Z;2099-12-31T23:59:59Z;
EA;fund;;"John Castle, LLC";"Donuts Inc.";"Rightside Registry";2014-08-13T16:00:00Z;2014-08-20T16:00:00Z;
EA;investments;;"Holly Glen, LLC";"Donuts Inc.";"Rightside Registry";2014-08-13T16:00:00Z;2014-08-20T16:00:00Z;
GA;surgery;;"Tin Avenue, LLC";"Donuts Inc.";"Rightside Registry";2014-08-13T16:00:00Z;2099-12-31T23:59:59Z;
EA;tax;;"Storm Orchard, LLC";"Donuts Inc.";"Rightside Registry";2014-08-13T16:00:00Z;2014-08-20T16:00:00Z;
LR;vegas;;"Dot Vegas, Inc.";;"Afilias Limited";2014-08-14T19:00:00Z;2014-08-14T20:00:00Z;
GA;career;;"dotCareer LLC";;"Verisign, Inc.";2014-08-18T00:00:00Z;2099-12-31T23:59:59Z;
SR;moscow;FCFS;"Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID)";;Flexireg;2014-08-19T09:00:00Z;2014-08-25T09:00:00Z;"Domain name registration pursuant to applications from:
- trade name holders, registered in Moscow
- right holders for the use of product origin appellation in Moscow and/or Moscow Region
- Non-profit organizations established under the laws in effect in the Russian Federation and registered in Moscow
- Founders of the mass media registered under the procedure specified in the laws in effect in the Russian Federation, the output of which is being intended for distribution in Moscow."
SR;xn--80adxhks;FCFS;"Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID)";;Flexireg;2014-08-19T09:00:00Z;2014-08-25T09:00:00Z;"Domain name registration pursuant to applications from:
- trade name holders, registered in Moscow
- right holders for the use of product origin appellation in Moscow and/or Moscow Region
- Non-profit organizations established under the laws in effect in the Russian Federation and registered in Moscow
- Founders of the mass media registered under the procedure specified in the laws in effect in the Russian Federation, the output of which is being intended for distribution in Moscow."
GA;cash;;"Delta Lake, LLC";"Donuts Inc.";"Rightside Registry";2014-08-20T16:00:00Z;2099-12-31T23:59:59Z;
EA;discount;;"Holly Hill, LLC";"Donuts Inc.";"Rightside Registry";2014-08-20T16:00:00Z;2014-08-27T16:00:00Z;
EA;fitness;;"Brice Orchard, LLC";"Donuts Inc.";"Rightside Registry";2014-08-20T16:00:00Z;2014-08-27T16:00:00Z;
GA;fund;;"John Castle, LLC";"Donuts Inc.";"Rightside Registry";2014-08-20T16:00:00Z;2099-12-31T23:59:59Z;
EA;furniture;;"Lone Fields, LLC";"Donuts Inc.";"Rightside Registry";2014-08-20T16:00:00Z;2014-08-27T16:00:00Z;
GA;investments;;"Holly Glen, LLC";"Donuts Inc.";"Rightside Registry";2014-08-20T16:00:00Z;2099-12-31T23:59:59Z;
EA;schule;;"Outer Moon, LLC";"Donuts Inc.";"Rightside Registry";2014-08-20T16:00:00Z;2014-08-27T16:00:00Z;
GA;tax;;"Storm Orchard, LLC";"Donuts Inc.";"Rightside Registry";2014-08-20T16:00:00Z;2099-12-31T23:59:59Z;
GA;haus;;"Rightside Registry";;"Rightside Registry";2014-08-20T17:00:00Z;2099-12-31T23:59:59Z;
LR;xn--55qx5d;;"Computer Network Information Center of Chinese Academy of Sciences （China Internet Network Information Center）";;"China Internet Network Information Center";2014-08-21T00:00:00Z;2014-09-27T23:59:00Z;
GA;bio;;"STARTING DOT LIMITED";;"Afilias Limited";2014-08-21T10:00:00Z;2099-12-31T23:59:59Z;
LR;desi;;"Desi Networks LLC";;"KSregistry GmbH";2014-08-25T09:00:00Z;2014-09-24T07:00:00Z;
SR;xn--mgbab2bd;COR;"CORE Association";;"CORE Association";2014-08-26T11:00:00Z;2014-10-28T11:00:00Z;"This category gives holders of TMCH-validated marks in Arabic-based scripts (such as Arabic, Jawi, Kurdish, Pashto, Persian and Urdu) the opportunity to submit an application for registration of the corresponding domain name in the بازﺯاﺍرﺭ TLD. If there is more than one Sunrise application for an identical domain name, the successful applicant will be determined by auction."
SR;xn--mgbab2bd;COR;"CORE Association";;"CORE Association";2014-08-26T11:00:00Z;2014-10-28T11:00:00Z;"For holders of non TMCH-validated trademarks in Arabic-based scripts (such as Arabic, Jawi, Kurdish, Pashto, Persian and Urdu) registered in at least one of these countries: Afghanistan, Algeria, Bahrain, Brunei, Comoros, Djibouti,  Egypt, India Indonesia, Iran, Iraq, Israel, Jordan, Kuwait, Lebanon, Libya, Mauritania, Malaysia, Morocco, Oman, Pakistan, State of Palestine, Qatar, Saudi Arabia, Somalia, Sudan, Syria, Tunisia, United Arab Emirates and Yemen."
SR;xn--mgbab2bd;COR;"CORE Association";;"CORE Association";2014-08-26T11:00:00Z;2014-10-28T11:00:00Z;"For holders of trademarks in Latin script who wish to register its transliteration/transcription into an Arabic-based script language such as Arabic, Jawi, Kurdish, Pashto, Persian and Urdu."
LR;xn--mgbab2bd;;"CORE Association";;"CORE Association";2014-08-26T11:00:00Z;2014-10-28T11:00:00Z;
OT;xn--mgbab2bd;RN;"CORE Association";;"CORE Association";2014-08-26T11:00:00Z;2014-10-28T11:00:00Z;"For Public Authorities of the “Areas where the Arabic script has some type of official use” (as defined in this Policy), with respect to their own names; names of public services; and geographical names not otherwise reserved by the Registry Operator."
LR;cologne;;"NetCologne Gesellschaft für Telekommunikation mbH";;"Knipp Medien und Kommunikation GmbH";2014-08-26T11:11:00Z;2014-09-05T11:10:00Z;
LR;koeln;;"NetCologne Gesellschaft für Telekommunikation mbH";;"Knipp Medien und Kommunikation GmbH";2014-08-26T11:11:00Z;2014-09-05T11:10:00Z;
GA;black;;"Afilias Limited";"Afilias Limited";"Afilias Limited";2014-08-26T16:00:00Z;2099-12-31T23:59:59Z;
GA;hiv;;"Uniregistry, Corp.";;"Uniregistry Inc.";2014-08-26T16:00:00Z;2099-12-31T23:59:59Z;
LR;host;;"DotHost Inc.";"Radix FZC";CentralNic;2014-08-26T16:00:00Z;2014-08-26T17:00:00Z;
LR;press;;"DotPress Inc.";"Radix FZC";CentralNic;2014-08-26T16:00:00Z;2014-08-26T17:00:00Z;
LR;website;;"DotWebsite Inc.";"Radix FZC";CentralNic;2014-08-26T16:00:00Z;2014-08-26T17:00:00Z;
SR;market;;"Rightside Registry";;"Rightside Registry";2014-08-26T17:00:00Z;2014-10-25T17:00:00Z;
SR;mortgage;;"Rightside Registry";;"Rightside Registry";2014-08-26T17:00:00Z;2014-10-25T17:00:00Z;
GA;hamburg;;"Hamburg Top-Level-Domain GmbH";;"TLD-BOX Registrydienstleistungen GmbH";2014-08-27T09:00:00Z;2099-12-31T23:59:59Z;
LR;global;;"Dot Global Domain Registry Limited";;"Afilias Limited";2014-08-27T15:00:00Z;2014-09-04T07:00:00Z;
EA;claims;;"Black Corner, LLC";"Donuts Inc.";"Rightside Registry";2014-08-27T16:00:00Z;2014-09-03T16:00:00Z;
EA;credit;;"Snow Shadow, LLC";"Donuts Inc.";"Rightside Registry";2014-08-27T16:00:00Z;2014-09-03T16:00:00Z;
EA;creditcard;;"Binky Frostbite, LLC";"Donuts Inc.";"Rightside Registry";2014-08-27T16:00:00Z;2014-09-03T16:00:00Z;
GA;discount;;"Holly Hill, LLC";"Donuts Inc.";"Rightside Registry";2014-08-27T16:00:00Z;2099-12-31T23:59:59Z;
GA;fitness;;"Brice Orchard, LLC";"Donuts Inc.";"Rightside Registry";2014-08-27T16:00:00Z;2099-12-31T23:59:59Z;
GA;furniture;;"Lone Fields, LLC";"Donuts Inc.";"Rightside Registry";2014-08-27T16:00:00Z;2099-12-31T23:59:59Z;
EA;gratis;;"Pioneer Tigers, LLC";"Donuts Inc.";"Rightside Registry";2014-08-27T16:00:00Z;2014-09-03T16:00:00Z;
GA;schule;;"Outer Moon, LLC";"Donuts Inc.";"Rightside Registry";2014-08-27T16:00:00Z;2099-12-31T23:59:59Z;
SR;tatar;;"Limited Liability Company ""Coordination Center of Regional Domain of Tatarstan Republic""";;"Technical Center of Internet";2014-08-28T00:00:00Z;2014-10-27T00:00:00Z;
SR;ovh;FCFS;"OVH SAS";;AFNIC;2014-09-01T00:00:00Z;2014-10-01T23:59:59Z;
SR;physio;;"PhysBiz Pty Ltd";;"ARI Registry Services";2014-09-01T00:00:00Z;2014-10-31T23:59:00Z;
OT;physio;;"PhysBiz Pty Ltd";;"ARI Registry Services";2014-09-01T00:00:00Z;2014-10-31T23:59:00Z;"In order to participate in a Limited Registration Period the Applicant must submit an Application for a 
domain name that:

- Was not previously Allocated as a result of an Application submitted during the Sunrise Period;
- Is not Eligible for Allocation;
- Is not the subject of an Application that is being currently processed by the auction provider.

Domain names subject of Applications submitted during the Limited Registration Period will only be 
Allocated following the Allocation of all domain names applied for during the Sunrise Period.
In order to resolve multiple Applications for the same domain name, the Applicant may be invited to 
take part in an auction."
GA;xn--cg4bki;;"SAMSUNG SDS CO., LTD";;"Korea Internet & Security Agency (KISA)";2014-09-01T00:00:00Z;2099-12-31T23:59:59Z;
SR;xn--czr694b;FCFS;"Huyi Global Information Resources (Holding) Company Hong Kong Ltd.";;ZDNS;2014-09-01T04:00:00Z;2014-10-01T04:00:00Z;
SR;brussels;FCFS;"DNS.be vzw";;"TLD-BOX Registrydienstleistungen GmbH";2014-09-01T08:00:00Z;2014-10-01T08:00:00Z;
SR;gent;;"COMBELL NV";;"OpenRegistry S.A.";2014-09-01T08:00:00Z;2014-10-01T08:00:00Z;
SR;vlaanderen;FCFS;"DNS.be vzw";;"TLD-BOX Registrydienstleistungen GmbH";2014-09-01T08:00:00Z;2014-10-01T08:00:00Z;
SR;cymru;;"Nominet UK";;Nominet;2014-09-01T11:00:00Z;2014-10-31T12:00:00Z;
SR;wales;;"Nominet UK";;Nominet;2014-09-01T11:00:00Z;2014-10-31T12:00:00Z;
SR;quebec;;"PointQuébec Inc";;"CORE Association";2014-09-02T14:00:00Z;2014-11-04T14:00:00Z;
LR;quebec;;"PointQuébec Inc";;"CORE Association";2014-09-02T14:00:00Z;2014-11-04T14:00:00Z;
OT;quebec;"CTR SPR";"PointQuébec Inc";;"CORE Association";2014-09-02T14:00:00Z;2014-11-07T14:00:00Z;"Limited Registration Period to allow legal entities which have a specific remit in regards to the promotion of the .quebec community,  including Public Administrations with competences in Québec, to register:

(i) their own names (including clear variations and/or abbreviations thereof), 
(ii) their online services, 
(iii) the same domain names registered by them in other TLDs and effectively used, and
(iv) their registered trademarks."
OT;quebec;SPR;"PointQuébec Inc";;"CORE Association";2014-09-02T14:00:00Z;2014-11-04T14:00:00Z;"Limited Registration Period to allow legal entities to register:

-­‐ Non TMCH-­‐validated trademarks with effect in Canada: 
(i.e. Canadian trademarks registered at the Canadian Intellectual Property Office)
-­‐ Geographical Indications:
recognized by International or Canadian legislation."
OT;quebec;"CTR SPR";"PointQuébec Inc";;"CORE Association";2014-09-02T14:00:00Z;2014-11-04T14:00:00Z;"Limited registration period intended to allow entities with legal seat in Québec to register: 

(i) their registered name and/or trading names (including clear variations and/or abbreviations thereof); and/or
(ii) the same domain names registered by them in other TLDs and effectively used."
SR;gifts;;"Goose Sky, LLC";"Donuts Inc.";"Rightside Registry";2014-09-02T16:00:00Z;2014-11-01T16:00:00Z;
SR;restaurant;;"Snow Avenue, LLC";"Donuts Inc.";"Rightside Registry";2014-09-02T16:00:00Z;2014-11-01T16:00:00Z;
SR;sarl;;"Delta Orchard, LLC";"Donuts Inc.";"Rightside Registry";2014-09-02T16:00:00Z;2014-11-01T16:00:00Z;
EA;accountants;;"Knob Town, LLC";"Donuts Inc.";"Rightside Registry";2014-09-03T16:00:00Z;2014-09-10T16:00:00Z;
GA;audio;;"Uniregistry, Corp.";;"Uniregistry Inc.";2014-09-03T16:00:00Z;2099-12-31T23:59:59Z;
GA;claims;;"Black Corner, LLC";"Donuts Inc.";"Rightside Registry";2014-09-03T16:00:00Z;2099-12-31T23:59:59Z;
SR;click;;"Uniregistry, Corp.";;"Uniregistry Inc.";2014-09-03T16:00:00Z;2014-11-03T16:00:00Z;
GA;credit;;"Snow Shadow, LLC";"Donuts Inc.";"Rightside Registry";2014-09-03T16:00:00Z;2099-12-31T23:59:59Z;
GA;creditcard;;"Binky Frostbite, LLC";"Donuts Inc.";"Rightside Registry";2014-09-03T16:00:00Z;2099-12-31T23:59:59Z;
SR;diet;;"Uniregistry, Corp.";;"Uniregistry Inc.";2014-09-03T16:00:00Z;2014-11-03T16:00:00Z;
EA;digital;;"Dash Park, LLC";"Donuts Inc.";"Rightside Registry";2014-09-03T16:00:00Z;2014-09-10T16:00:00Z;
EA;finance;;"Cotton Cypress, LLC";"Donuts Inc.";"Rightside Registry";2014-09-03T16:00:00Z;2014-09-10T16:00:00Z;
GA;gratis;;"Pioneer Tigers, LLC";"Donuts Inc.";"Rightside Registry";2014-09-03T16:00:00Z;2099-12-31T23:59:59Z;
SR;help;;"Uniregistry, Corp.";;"Uniregistry Inc.";2014-09-03T16:00:00Z;2014-11-03T16:00:00Z;
GA;hiphop;;"Uniregistry, Corp.";;"Uniregistry Inc.";2014-09-03T16:00:00Z;2099-12-31T23:59:59Z;
SR;hosting;;"Uniregistry, Corp.";;"Uniregistry Inc.";2014-09-03T16:00:00Z;2014-11-03T16:00:00Z;
EA;insure;;"Pioneer Willow, LLC";"Donuts Inc.";"Rightside Registry";2014-09-03T16:00:00Z;2014-09-10T16:00:00Z;
GA;juegos;;"Uniregistry, Corp.";;"Uniregistry Inc.";2014-09-03T16:00:00Z;2099-12-31T23:59:59Z;
SR;property;;"Uniregistry, Corp.";;"Uniregistry Inc.";2014-09-03T16:00:00Z;2014-11-03T16:00:00Z;
LR;republican;;"Rightside Registry";;"Rightside Registry";2014-09-03T17:00:00Z;2014-09-15T17:00:00Z;
SR;bzh;;"Association www.bzh";;AFNIC;2014-09-04T11:00:00Z;2014-11-03T11:00:00Z;
GA;cologne;;"NetCologne Gesellschaft für Telekommunikation mbH";;"Knipp Medien und Kommunikation GmbH";2014-09-05T11:11:00Z;2099-12-31T23:59:59Z;
GA;koeln;;"NetCologne Gesellschaft für Telekommunikation mbH";;"Knipp Medien und Kommunikation GmbH";2014-09-05T11:11:00Z;2099-12-31T23:59:59Z;
SR;realtor;FCFS;"Real Estate Domains LLC";;"Verisign, Inc.";2014-09-08T00:00:00Z;2014-10-08T23:59:59Z;
LR;okinawa;;"BRregistry, Inc.";;"GMO Registry, Inc.";2014-09-08T03:00:00Z;2014-10-08T14:59:00Z;
GA;yokohama;;"GMO Registry, Inc.";;"GMO Registry, Inc.";2014-09-09T03:00:00Z;2099-12-31T23:59:59Z;
SR;paris;;"City of Paris";;AFNIC;2014-09-09T13:00:00Z;2014-11-11T13:00:00Z;
LR;paris;;"City of Paris";;AFNIC;2014-09-09T13:00:00Z;2014-11-11T13:00:00Z;
OT;paris;"CTR SPR RN";"City of Paris";;AFNIC;2014-09-09T13:00:00Z;2014-11-11T13:00:00Z;"This category (pending ICANN approval) allows relevant Public Authorities in the Greater area of Paris (Région Îlede- France) to register (i) their own names (including any clear variations and abbreviations thereof and other terms in common use to describe them); (ii) names of public services for which they have specific responsibilities; and (iii) geographical names for any subdivision of the Greater area of Paris (e.g. departments, districts, neighborhoods cantons, streets…), local landmarks, and other locally-relevant and iconic names over which they are the relevant authority."
OT;paris;"CTR SPR";"City of Paris";;AFNIC;2014-09-09T13:00:00Z;2014-11-11T13:00:00Z;"Limited registration period for holders of (i) corporate names, trade names and DBA names, including clear variations and/or abreviations thereof, of corporations with legal seat or place of business in the Greater area of Paris (Région Île-de-France); and (ii) registered names, including clear variations and/or abreviations thereof, of non-for-profit legal entities with legal seat or place of business in the Greater area of Paris (Région Île-de-France)."
GA;global;;"Dot Global Domain Registry Limited";;"Afilias Limited";2014-09-09T15:00:00Z;2099-12-31T23:59:59Z;
GA;london;;"Dot London Domains Limited";"Minds + Machines Group Limited";Nominet;2014-09-09T16:00:00Z;2099-12-31T23:59:59Z;
SR;engineer;;"Rightside Registry";;"Rightside Registry";2014-09-09T17:00:00Z;2014-11-08T17:00:00Z;
LR;ren;;"Beijing Qianxiang Wangjing Technology Development Co., Ltd.";;ZDNS;2014-09-10T02:00:00Z;2014-09-29T13:00:00Z;
GA;accountants;;"Knob Town, LLC";"Donuts Inc.";"Rightside Registry";2014-09-10T16:00:00Z;2099-12-31T23:59:59Z;
EA;church;;"Holly Fileds, LLC";"Donuts Inc.";"Rightside Registry";2014-09-10T16:00:00Z;2014-09-17T16:00:00Z;
GA;digital;;"Dash Park, LLC";"Donuts Inc.";"Rightside Registry";2014-09-10T16:00:00Z;2099-12-31T23:59:59Z;
GA;finance;;"Cotton Cypress, LLC";"Donuts Inc.";"Rightside Registry";2014-09-10T16:00:00Z;2099-12-31T23:59:59Z;
EA;guide;;"Snow Moon, LLC";"Donuts Inc.";"Rightside Registry";2014-09-10T16:00:00Z;2014-09-17T16:00:00Z;
GA;insure;;"Pioneer Willow, LLC";"Donuts Inc.";"Rightside Registry";2014-09-10T16:00:00Z;2099-12-31T23:59:59Z;
EA;life;;"Trixy Oaks, LLC";"Donuts Inc.";"Rightside Registry";2014-09-10T16:00:00Z;2014-09-17T16:00:00Z;
EA;loans;;"June Woods, LLC";"Donuts Inc.";"Rightside Registry";2014-09-10T16:00:00Z;2014-09-17T16:00:00Z;
GA;xn--55qx5d;;"Computer Network Information Center of Chinese Academy of Sciences （China Internet Network Information Center）";;"China Internet Network Information Center";2014-09-15T00:00:00Z;2099-12-31T23:59:59Z;
GA;xn--io0a7i;;"Computer Network Information Center of Chinese Academy of Sciences （China Internet Network Information Center）";;"China Internet Network Information Center";2014-09-15T00:00:00Z;2099-12-31T23:59:59Z;
GA;cooking;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";Nominet;2014-09-15T16:00:00Z;2099-12-31T23:59:59Z;
GA;country;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";"Minds + Machines Ltd";2014-09-15T16:00:00Z;2099-12-31T23:59:59Z;
GA;fishing;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";Nominet;2014-09-15T16:00:00Z;2099-12-31T23:59:59Z;
GA;horse;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";Nominet;2014-09-15T16:00:00Z;2099-12-31T23:59:59Z;
GA;organic;;"Afilias Limited";"Afilias Limited";"Afilias Limited";2014-09-15T16:00:00Z;2099-12-31T23:59:59Z;
GA;rodeo;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";Nominet;2014-09-15T16:00:00Z;2099-12-31T23:59:59Z;
GA;vodka;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";Nominet;2014-09-15T16:00:00Z;2099-12-31T23:59:59Z;
GA;vegas;;"Dot Vegas, Inc.";;"Afilias Limited";2014-09-15T19:00:00Z;2099-12-31T23:59:59Z;
GA;xn--d1acj3b;;"The Foundation for Network Initiatives “The Smart Internet”";;"Technical Center of Internet";2014-09-16T00:00:00Z;2099-12-31T23:59:59Z;
GA;versicherung;;"dotversicherung-registry GmbH";;"TLD-BOX Registrydienstleistungen GmbH";2014-09-16T09:00:00Z;2099-12-31T23:59:59Z;
