Stage;TLD;Flags;Registry;"Registry Group";Backend;Start;End;Description
GA;website;;"DotWebsite Inc.";"Radix FZC";CentralNic;2014-09-17T16:00:00Z;2099-12-31T23:59:59Z;
GA;republican;;"Rightside Registry";;"Rightside Registry";2014-09-17T17:00:00Z;2099-12-31T23:59:59Z;
SR;ooo;FCFS;"INFIBEAM INCORPORATION LIMITED";;"Verisign, Inc.";2014-09-22T12:00:00Z;2014-10-22T23:59:00Z;
LR;saarland;;"dotSaarland GmbH";;"KSregistry GmbH";2014-09-23T10:00:00Z;2014-10-22T10:00:00Z;
GA;scot;;"Dot Scot Registry Limited";;"CORE Association";2014-09-23T13:00:00Z;2099-12-31T23:59:59Z;
LR;soy;;"Charleston Road Registry Inc.";;"Google Inc.";2014-09-24T00:00:00Z;2014-10-08T00:00:00Z;
LR;moscow;;"Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID)";;Flexireg;2014-09-24T09:00:00Z;2014-11-18T20:59:00Z;
LR;xn--80adxhks;;"Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID)";;Flexireg;2014-09-24T09:00:00Z;2014-11-18T20:59:00Z;
EA;deals;;"Sand Sunset, LLC";"Donuts Inc.";"Rightside Registry";2014-09-24T16:00:00Z;2014-10-01T16:00:00Z;
GA;direct;;"Half Trail, LLC";"Donuts Inc.";"Rightside Registry";2014-09-24T16:00:00Z;2099-12-31T23:59:59Z;
GA;place;;"Snow Galley, LLC";"Donuts Inc.";"Rightside Registry";2014-09-24T16:00:00Z;2099-12-31T23:59:59Z;
GA;beer;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";Nominet;2014-09-25T16:00:00Z;2099-12-31T23:59:59Z;
GA;surf;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";Nominet;2014-09-25T16:00:00Z;2099-12-31T23:59:59Z;
GA;bayern;;"Bayern Connect GmbH";"Minds + Machines Group Limited";Nominet;2014-09-30T16:00:00Z;2099-12-31T23:59:59Z;
SR;business;;"Spring Cross, LLC";"Donuts Inc.";"Rightside Registry";2014-09-30T16:00:00Z;2014-11-29T15:59:59Z;
SR;immo;;"Auburn Bloom, LLC";"Donuts Inc.";"Rightside Registry";2014-09-30T16:00:00Z;2014-11-29T15:59:59Z;
SR;network;;"Trixy Manor, LLC";"Donuts Inc.";"Rightside Registry";2014-09-30T16:00:00Z;2014-11-29T15:59:59Z;
SR;pizza;;"Foggy Moon, LLC";"Donuts Inc.";"Rightside Registry";2014-09-30T16:00:00Z;2014-11-29T15:59:59Z;
SR;auction;;"Rightside Registry";;"Rightside Registry";2014-09-30T17:00:00Z;2014-11-29T17:00:00Z;
SR;software;;"Rightside Registry";;"Rightside Registry";2014-09-30T17:00:00Z;2014-11-29T17:00:00Z;
LR;melbourne;;"The Crown in right of the State of Victoria, represented by its Department of State Development, Business and Innovation";;"ARI Registry Services";2014-10-01T00:00:00Z;2014-11-09T23:59:00Z;
EA;city;;"Snow Sky, LLC";"Donuts Inc.";"Rightside Registry";2014-10-01T16:00:00Z;2014-10-08T16:00:00Z;
GA;deals;;"Sand Sunset, LLC";"Donuts Inc.";"Rightside Registry";2014-10-01T16:00:00Z;2099-12-31T23:59:59Z;
EA;attorney;;"Rightside Registry";;"Rightside Registry";2014-10-01T17:00:00Z;2014-10-08T17:00:00Z;
EA;lawyer;;"Rightside Registry";;"Rightside Registry";2014-10-01T17:00:00Z;2014-10-08T17:00:00Z;
OT;brussels;"CO COR SPR";"DNS.be vzw";;"TLD-BOX Registrydienstleistungen GmbH";2014-10-02T08:00:00Z;2014-11-03T09:00:00Z;"During this phase, government institutions, companies and organisations established in Belgium may submit an application for ‘organisationname.vlaanderen’ or ‘organisationname.brussels’.

To summarise, you can apply for:

- your official name or designation, the acronym of that name, your trademark or brand name, the name of a geographical area and name of origin or provenance if you are a government institution
- your brand name, trading name, company name and name of origin or provenance if you are a company
- your brand name, trading name, company name and name of origin or provenance if you are an organisation"
OT;vlaanderen;"CO COR SPR";"DNS.be vzw";;"TLD-BOX Registrydienstleistungen GmbH";2014-10-02T08:00:00Z;2014-11-03T09:00:00Z;"During this phase, government institutions, companies and organisations established in Belgium may submit an application for ‘organisationname.vlaanderen’ or ‘organisationname.brussels’.

To summarise, you can apply for:

- your official name or designation, the acronym of that name, your trademark or brand name, the name of a geographical area and name of origin or provenance if you are a government institution
- your brand name, trading name, company name and name of origin or provenance if you are a company
- your brand name, trading name, company name and name of origin or provenance if you are an organisation"
GA;desi;;"Desi Networks LLC";;"KSregistry GmbH";2014-10-06T09:00:00Z;2099-12-31T23:59:59Z;
GA;nyc;;"The City of New York by and through the New York City Department of Information Technology & Telecommunications";;"Neustar Inc.";2014-10-08T15:00:00Z;2099-12-31T23:59:59Z;
GA;city;;"Snow Sky, LLC";"Donuts Inc.";"Rightside Registry";2014-10-08T16:00:00Z;2099-12-31T23:59:59Z;
GA;attorney;;"Rightside Registry";;"Rightside Registry";2014-10-08T17:00:00Z;2099-12-31T23:59:59Z;
GA;lawyer;;"Rightside Registry";;"Rightside Registry";2014-10-08T17:00:00Z;2099-12-31T23:59:59Z;
EA;xn--czr694b;;"Huyi Global Information Resources (Holding) Company Hong Kong Ltd.";;ZDNS;2014-10-10T04:00:00Z;2014-11-30T04:00:00Z;
OT;gent;"CTR SPR";"COMBELL NV";;"OpenRegistry S.A.";2014-10-13T08:00:00Z;2014-11-13T09:00:00Z;"Available to inhabitants, companies, non-profit organisations and public services of the region of Ghent"
GA;okinawa;;"BRregistry, Inc.";;"GMO Registry, Inc.";2014-10-14T03:00:00Z;2099-12-31T23:59:59Z;
SR;top;FCFS;"Jiangsu Bangning Science & Technology Co.,Ltd.";;ZDNS;2014-10-14T16:00:00Z;2014-11-15T15:59:00Z;
SR;dentist;;"Rightside Registry";;"Rightside Registry";2014-10-14T17:00:00Z;2014-12-13T17:00:00Z;
SR;rehab;;"Rightside Registry";;"Rightside Registry";2014-10-14T17:00:00Z;2014-12-13T17:00:00Z;
GA;soy;;"Charleston Road Registry Inc.";;"Google Inc.";2014-10-15T00:00:00Z;2099-12-31T23:59:59Z;
GA;ren;;"Beijing Qianxiang Wangjing Technology Development Co., Ltd.";;ZDNS;2014-10-15T02:00:00Z;2099-12-31T23:59:59Z;
EA;healthcare;;"Silver Glen, LLC";"Donuts Inc.";"Rightside Registry";2014-10-15T16:00:00Z;2014-10-22T16:00:00Z;
EA;airforce;;"Rightside Registry";;"Rightside Registry";2014-10-15T17:00:00Z;2014-10-22T17:00:00Z;
EA;army;;"Rightside Registry";;"Rightside Registry";2014-10-15T17:00:00Z;2014-10-22T17:00:00Z;
EA;navy;;"Rightside Registry";;"Rightside Registry";2014-10-15T17:00:00Z;2014-10-22T17:00:00Z;
EA;vet;;"Rightside Registry";;"Rightside Registry";2014-10-15T17:00:00Z;2014-10-22T17:00:00Z;
SR;ryukyu;;"BRregistry, Inc.";;"GMO Registry, Inc.";2014-10-20T03:00:00Z;2014-12-19T09:59:00Z;
GA;healthcare;;"Silver Glen, LLC";"Donuts Inc.";"Rightside Registry";2014-10-22T16:00:00Z;2099-12-31T23:59:59Z;
GA;airforce;;"Rightside Registry";;"Rightside Registry";2014-10-22T17:00:00Z;2099-12-31T23:59:59Z;
GA;army;;"Rightside Registry";;"Rightside Registry";2014-10-22T17:00:00Z;2099-12-31T23:59:59Z;
GA;navy;;"Rightside Registry";;"Rightside Registry";2014-10-22T17:00:00Z;2099-12-31T23:59:59Z;
GA;vet;;"Rightside Registry";;"Rightside Registry";2014-10-22T17:00:00Z;2099-12-31T23:59:59Z;
GA;ooo;;"INFIBEAM INCORPORATION LIMITED";;"Verisign, Inc.";2014-10-23T00:00:00Z;2099-12-31T23:59:59Z;
GA;realtor;SPR;"Real Estate Domains LLC";;"Verisign, Inc.";2014-10-23T00:00:00Z;2099-12-31T23:59:59Z;
SR;xn--3bst00m;FCFS;"Eagle Horizon Limited";"Zodiac Holdings Ltd.";ZDNS;2014-10-29T04:00:00Z;2014-11-28T03:59:59Z;
SR;ltda;"FCFS SPR";"InterNetX Corp.";;"Afilias Limited";2014-10-29T15:00:00Z;2014-11-28T14:59:00Z;"The registrant must be a company using the form of a ""LTDA""."
EA;market;;"Rightside Registry";;"Rightside Registry";2014-10-29T17:00:00Z;2014-11-05T17:00:00Z;
EA;mortgage;;"Rightside Registry";;"Rightside Registry";2014-10-29T17:00:00Z;2014-11-05T17:00:00Z;
GA;sca;;"SVENSKA CELLULOSA AKTIEBOLAGET SCA (publ)";;"Verisign, Inc.";2014-10-30T00:00:00Z;2099-12-31T23:59:59Z;
GA;saarland;;"dotSaarland GmbH";;"KSregistry GmbH";2014-10-30T11:00:00Z;2099-12-31T23:59:59Z;
LR;bzh;;"Association www.bzh";;AFNIC;2014-11-03T11:00:00Z;2014-11-30T11:00:00Z;
OT;bzh;SPR;"Association www.bzh";;AFNIC;2014-11-03T11:00:00Z;2014-11-30T11:00:00Z;
OT;cymru;SR;"Nominet UK";;Nominet;2014-11-03T12:00:00Z;2014-12-24T12:00:00Z;"Period during which holders of Eligible Rights will have the opportunity to apply to register one or more Domain Names which are an Exact Match to the mark in respect of which they have an Eligible Right, where the Domain Name was not registered during the TMCH Registered Rights Sunrise. If more than one Application is validated during this Phase for the same Domain Name, priority will be given to the Applicants that can show Use in Wales. If more than one Applicant can prove Use in Wales, such Domain Name will be registered following the outcome  of an Auction Process"
OT;wales;SR;"Nominet UK";;Nominet;2014-11-03T12:00:00Z;2014-12-24T12:00:00Z;"Period during which holders of Eligible Rights will have the opportunity to apply to register one or more Domain Names which are an Exact Match to the mark in respect of which they have an Eligible Right, where the Domain Name was not registered during the TMCH Registered Rights Sunrise. If more than one Application is validated during this Phase for the same Domain Name, priority will be given to the Applicants that can show Use in Wales. If more than one Applicant can prove Use in Wales, such Domain Name will be registered following the outcome  of an Auction Process"
GA;capetown;;"ZA Central Registry NPC trading as ZA Central Registry";;"Domain Name Services (Pty) Ltd.";2014-11-04T06:00:00Z;2099-12-31T23:59:59Z;
GA;durban;;"ZA Central Registry NPC trading as ZA Central Registry";;"Domain Name Services (Pty) Ltd.";2014-11-04T06:00:00Z;2099-12-31T23:59:59Z;
GA;joburg;;"ZA Central Registry NPC trading as ZA Central Registry";;"Domain Name Services (Pty) Ltd.";2014-11-04T06:00:00Z;2099-12-31T23:59:59Z;
SR;world;;"Bitter Fields, LLC";"Donuts Inc.";"Rightside Registry";2014-11-04T16:00:00Z;2015-01-03T23:59:59Z;
SR;degree;;"Rightside Registry";;"Rightside Registry";2014-11-04T17:00:00Z;2015-01-03T17:00:00Z;
SR;gives;;"Rightside Registry";;"Rightside Registry";2014-11-04T17:00:00Z;2015-01-03T17:00:00Z;
LR;physio;;"PhysBiz Pty Ltd";;"ARI Registry Services";2014-11-05T00:00:00Z;2014-12-05T23:59:00Z;
SR;casa;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";Nominet;2014-11-05T16:00:00Z;2015-01-05T16:00:00Z;
EA;gifts;;"Goose Sky, LLC";"Donuts Inc.";"Rightside Registry";2014-11-05T16:00:00Z;2014-11-12T16:00:00Z;
EA;restaurant;;"Snow Avenue, LLC";"Donuts Inc.";"Rightside Registry";2014-11-05T16:00:00Z;2014-11-12T16:00:00Z;
EA;sarl;;"Delta Orchard, LLC";"Donuts Inc.";"Rightside Registry";2014-11-05T16:00:00Z;2014-11-12T16:00:00Z;
SR;work;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";Nominet;2014-11-05T16:00:00Z;2015-01-05T16:00:00Z;
SR;yoga;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";Nominet;2014-11-05T16:00:00Z;2015-01-05T16:00:00Z;
GA;market;;"Rightside Registry";;"Rightside Registry";2014-11-05T17:00:00Z;2099-12-31T23:59:59Z;
GA;mortgage;;"Rightside Registry";;"Rightside Registry";2014-11-05T17:00:00Z;2099-12-31T23:59:59Z;
SR;xn--6qq986b3xl;FCFS;"Tycoon Treasure Limited";"Zodiac Holdings Ltd.";ZDNS;2014-11-06T04:00:00Z;2014-12-12T03:59:59Z;
SR;how;;"Charleston Road Registry Inc.";;"Google Inc.";2014-11-10T18:00:00Z;2015-01-09T18:00:00Z;
GA;xn--mgbab2bd;;"CORE Association";;"CORE Association";2014-11-11T11:00:00Z;2099-12-31T23:59:59Z;
SR;forsale;;"Rightside Registry";;"Rightside Registry";2014-11-11T17:00:00Z;2015-01-10T17:00:00Z;
GA;melbourne;;"The Crown in right of the State of Victoria, represented by its Department of State Development, Business and Innovation";;"ARI Registry Services";2014-11-11T23:00:00Z;2099-12-31T23:59:59Z;
GA;gifts;;"Goose Sky, LLC";"Donuts Inc.";"Rightside Registry";2014-11-12T16:00:00Z;2099-12-31T23:59:59Z;
GA;restaurant;;"Snow Avenue, LLC";"Donuts Inc.";"Rightside Registry";2014-11-12T16:00:00Z;2099-12-31T23:59:59Z;
GA;sarl;;"Delta Orchard, LLC";"Donuts Inc.";"Rightside Registry";2014-11-12T16:00:00Z;2099-12-31T23:59:59Z;
EA;engineer;;"Rightside Registry";;"Rightside Registry";2014-11-12T17:00:00Z;2014-11-19T17:00:00Z;
OT;brussels;"COR SPR";"DNS.be vzw";;"TLD-BOX Registrydienstleistungen GmbH";2014-11-13T09:00:00Z;2014-12-15T09:00:00Z;"During this phase, all holders of a valid Belgian eID card having the Belgian nationality may lodge an application for ‘name.vlaanderen’ or ‘name.brussels’.

You can apply for a .vlaanderen or .brussels domain name that corresponds with:

- Your family name
- Your family name and first name
- Your first name and family name
- Your family name and the first letter of your first name
- The first letter of your first name and family name"
OT;vlaanderen;"COR SPR";"DNS.be vzw";;"TLD-BOX Registrydienstleistungen GmbH";2014-11-13T09:00:00Z;2014-12-15T09:00:00Z;"During this phase, all holders of a valid Belgian eID card having the Belgian nationality may lodge an application for ‘name.vlaanderen’ or ‘name.brussels’.

You can apply for a .vlaanderen or .brussels domain name that corresponds with:

- Your family name
- Your family name and first name
- Your first name and family name
- Your family name and the first letter of your first name
- The first letter of your first name and family name"
LR;gent;;"COMBELL NV";;"OpenRegistry S.A.";2014-11-17T09:00:00Z;2014-11-19T09:00:00Z;
SR;whoswho;FCFS;"Who's Who Registry";;"Neustar Inc.";2014-11-17T14:00:00Z;2014-12-17T14:00:00Z;
SR;space;;"DotSpace Inc.";"Radix FZC";CentralNic;2014-11-17T16:00:00Z;2015-01-16T16:00:00Z;
GA;top;;"Jiangsu Bangning Science & Technology Co.,Ltd.";;ZDNS;2014-11-17T16:00:00Z;2099-12-31T23:59:59Z;
GA;quebec;;"PointQuébec Inc";;"CORE Association";2014-11-18T14:00:00Z;2099-12-31T23:59:59Z;
SR;band;;"Rightside Registry";;"Rightside Registry";2014-11-18T17:00:00Z;2015-01-17T17:00:00Z;
SR;rip;;"Rightside Registry";;"Rightside Registry";2014-11-18T17:00:00Z;2015-01-17T17:00:00Z;
GA;engineer;;"Rightside Registry";;"Rightside Registry";2014-11-19T17:00:00Z;2099-12-31T23:59:59Z;
GA;gent;;"COMBELL NV";;"OpenRegistry S.A.";2014-11-24T09:00:00Z;2099-12-31T23:59:59Z;
LR;xn--4gbrim;;"Suhub Electronic Establishment";;"Afilias Limited";2014-11-25T15:00:00Z;2014-12-25T15:00:00Z;
GA;click;;"Uniregistry, Corp.";;"Uniregistry Inc.";2014-11-25T16:00:00Z;2099-12-31T23:59:59Z;
GA;diet;;"Uniregistry, Corp.";;"Uniregistry Inc.";2014-11-25T16:00:00Z;2099-12-31T23:59:59Z;
GA;help;;"Uniregistry, Corp.";;"Uniregistry Inc.";2014-11-25T16:00:00Z;2099-12-31T23:59:59Z;
GA;hosting;;"Uniregistry, Corp.";;"Uniregistry Inc.";2014-11-25T16:00:00Z;2099-12-31T23:59:59Z;
GA;property;;"Uniregistry, Corp.";;"Uniregistry Inc.";2014-11-25T16:00:00Z;2099-12-31T23:59:59Z;
SR;xn--kput3i;FCFS;"Beijing RITT-Net Technology Development Co., Ltd";;"Afilias Limited";2014-12-01T00:00:00Z;2014-12-31T00:00:00Z;
GA;moscow;;"Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID)";;Flexireg;2014-12-01T09:00:00Z;2099-12-31T23:59:59Z;
GA;xn--80adxhks;;"Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID)";;Flexireg;2014-12-01T09:00:00Z;2099-12-31T23:59:59Z;
SR;taipei;FCFS;"Taipei City Government";;"Neustar Inc.";2014-12-01T15:00:00Z;2014-12-31T15:00:00Z;
GA;gal;;"Asociación puntoGAL";;"CORE Association";2014-12-02T13:00:00Z;2099-12-31T23:59:59Z;
GA;paris;;"City of Paris";;AFNIC;2014-12-02T13:00:00Z;2099-12-31T23:59:59Z;
GA;ltda;SPR;"InterNetX Corp.";;"Afilias Limited";2014-12-02T15:00:00Z;2099-12-31T23:59:59Z;"The registrant must be a company using the form of a ""LTDA""."
SR;delivery;;"Steel Station, LLC";"Donuts Inc.";"Rightside Registry";2014-12-02T16:00:00Z;2015-01-31T15:59:00Z;
SR;energy;;"Binky Birch, LLC";"Donuts Inc.";"Rightside Registry";2014-12-02T16:00:00Z;2015-01-31T15:59:00Z;
GA;eus;;"Puntueus Fundazioa";;"CORE Association";2014-12-03T13:00:00Z;2099-12-31T23:59:59Z;
EA;business;;"Spring Cross, LLC";"Donuts Inc.";"Rightside Registry";2014-12-03T16:00:00Z;2014-12-10T16:00:00Z;
EA;immo;;"Auburn Bloom, LLC";"Donuts Inc.";"Rightside Registry";2014-12-03T16:00:00Z;2014-12-10T16:00:00Z;
EA;network;;"Trixy Manor, LLC";"Donuts Inc.";"Rightside Registry";2014-12-03T16:00:00Z;2014-12-10T16:00:00Z;
EA;pizza;;"Foggy Moon, LLC";"Donuts Inc.";"Rightside Registry";2014-12-03T16:00:00Z;2014-12-10T16:00:00Z;
EA;auction;;"Rightside Registry";;"Rightside Registry";2014-12-03T17:00:00Z;2014-12-10T17:00:00Z;
EA;software;;"Rightside Registry";;"Rightside Registry";2014-12-03T17:00:00Z;2014-12-03T17:00:00Z;
SR;sydney;;"State of New South Wales, Department of Premier and Cabinet";;"ARI Registry Services";2014-12-04T00:00:00Z;2015-02-03T23:59:00Z;
LR;sydney;SPR;"State of New South Wales, Department of Premier and Cabinet";;"ARI Registry Services";2014-12-04T00:00:00Z;2015-02-13T23:59:00Z;
GA;bzh;;"Association www.bzh";;AFNIC;2014-12-04T11:00:00Z;2099-12-31T23:59:59Z;
SR;rio;FCFS;"Empresa Municipal de Informática SA - IPLANRIO";;NIC.br;2014-12-05T00:00:00Z;2015-01-09T23:59:59Z;
GA;physio;;"PhysBiz Pty Ltd";;"ARI Registry Services";2014-12-06T00:00:00Z;2099-12-31T23:59:59Z;
SR;green;FCFS;"Afilias Limited";"Afilias Limited";"Afilias Limited";2014-12-08T00:00:00Z;2015-02-06T13:00:00Z;
SR;cricket;;"dot Cricket Limited";"Famous Four Media Ltd.";"Neustar Inc.";2014-12-08T15:00:00Z;2015-02-06T15:00:00Z;
SR;party;;"Blue Sky Registry Limited";"Famous Four Media Ltd.";"Neustar Inc.";2014-12-08T15:00:00Z;2015-02-06T15:00:00Z;
SR;science;;"dot Science Limited";"Famous Four Media Ltd.";"Neustar Inc.";2014-12-08T15:00:00Z;2015-02-06T15:00:00Z;
GA;business;;"Spring Cross, LLC";"Donuts Inc.";"Rightside Registry";2014-12-10T16:00:00Z;2099-12-31T23:59:59Z;
GA;immo;;"Auburn Bloom, LLC";"Donuts Inc.";"Rightside Registry";2014-12-10T16:00:00Z;2099-12-31T23:59:59Z;
GA;network;;"Trixy Manor, LLC";"Donuts Inc.";"Rightside Registry";2014-12-10T16:00:00Z;2099-12-31T23:59:59Z;
GA;pizza;;"Foggy Moon, LLC";"Donuts Inc.";"Rightside Registry";2014-12-10T16:00:00Z;2099-12-31T23:59:59Z;
GA;auction;;"Rightside Registry";;"Rightside Registry";2014-12-10T17:00:00Z;2099-12-31T23:59:59Z;
GA;software;;"Rightside Registry";;"Rightside Registry";2014-12-10T17:00:00Z;2099-12-31T23:59:59Z;
LR;xn--6qq986b3xl;;"Tycoon Treasure Limited";"Zodiac Holdings Ltd.";ZDNS;2014-12-15T04:00:00Z;2015-01-29T04:00:00Z;
LR;brussels;;"DNS.be vzw";;"TLD-BOX Registrydienstleistungen GmbH";2014-12-16T09:00:00Z;2015-01-15T09:00:00Z;
LR;vlaanderen;;"DNS.be vzw";;"TLD-BOX Registrydienstleistungen GmbH";2014-12-16T09:00:00Z;2015-01-15T09:00:00Z;
SR;nrw;;"Minds + Machines GmbH";"Minds + Machines Group Limited";"Knipp Medien und Kommunikation GmbH";2014-12-16T10:00:00Z;2015-02-14T10:00:00Z;
EA;dentist;;"Rightside Registry";;"Rightside Registry";2014-12-17T17:00:00Z;2014-12-24T17:00:00Z;
EA;rehab;;"Rightside Registry";;"Rightside Registry";2014-12-17T17:00:00Z;2014-12-24T17:00:00Z;
SR;trust;;"Artemis Internet Inc";;"ARI Registry Services";2014-12-18T00:00:00Z;2015-03-07T23:59:59Z;
LR;whoswho;;"Who's Who Registry";;"Neustar Inc.";2014-12-18T15:00:00Z;2015-01-28T15:00:00Z;
GA;whoswho;;"Who's Who Registry";;"Neustar Inc.";2014-12-18T15:00:00Z;2099-12-31T23:59:59Z;
LR;ryukyu;;"BRregistry, Inc.";;"GMO Registry, Inc.";2014-12-24T03:00:00Z;2015-01-23T09:59:00Z;
GA;dentist;;"Rightside Registry";;"Rightside Registry";2014-12-24T17:00:00Z;2099-12-31T23:59:59Z;
GA;rehab;;"Rightside Registry";;"Rightside Registry";2014-12-24T17:00:00Z;2099-12-31T23:59:59Z;
LR;cymru;;"Nominet UK";;Nominet;2014-12-29T12:00:00Z;2015-02-25T12:00:00Z;
LR;wales;;"Nominet UK";;Nominet;2014-12-29T12:00:00Z;2015-02-25T12:00:00Z;
SR;coach;;"Koko Island, LLC";"Donuts Inc.";"Rightside Registry";2014-12-30T16:00:00Z;2015-02-28T15:59:00Z;
SR;legal;;"Blue Falls, LLC";"Donuts Inc.";"Rightside Registry";2014-12-30T16:00:00Z;2015-02-28T15:59:00Z;
SR;memorial;;"Dog Beach, LLC";"Donuts Inc.";"Rightside Registry";2014-12-30T16:00:00Z;2015-02-28T15:59:00Z;
SR;money;;"Outer McCook, LLC";"Donuts Inc.";"Rightside Registry";2014-12-30T16:00:00Z;2015-02-28T15:59:00Z;
SR;frl;FCFS;"FRLregistry B.V.";;"OpenRegistry S.A.";2015-01-01T11:00:00Z;2015-02-01T11:00:00Z;
GA;xn--ses554g;;"KNET Co., Ltd.";;ZDNS;2015-01-04T16:00:00Z;2099-12-31T23:59:59Z;
LR;xn--kput3i;;"Beijing RITT-Net Technology Development Co., Ltd";;"Afilias Limited";2015-01-05T00:00:00Z;2015-02-04T00:00:00Z;
OT;taipei;"SPR RN";"Taipei City Government";;"Neustar Inc.";2015-01-05T15:00:00Z;2015-01-12T16:00:00Z;"The Registry Operator will allow those qualified companies, community groups, cultural organizations and business associations proactively develop and use their .taipei extension prior to public launch of general availability by reviewing the proposal sent by potential applicants.

The pioneer names will be allocated to registrant after the Sunrise Period in the event that names are not to be registered by third party during the Sunrise Period.

The qualified registrant would register the domain name for two (2) years. All name registered shall be included in ICANN’s mandatory trademark claims process."
SR;lgbt;FCFS;"Afilias Limited";"Afilias Limited";"Afilias Limited";2015-01-05T16:00:00Z;2015-02-04T16:00:00Z;
GA;xn--4gbrim;;"Suhub Electronic Establishment";;"Afilias Limited";2015-01-06T15:00:00Z;2099-12-31T23:59:59Z;
EA;world;;"Bitter Fields, LLC";"Donuts Inc.";"Rightside Registry";2015-01-07T16:00:00Z;2015-01-14T15:59:59Z;
EA;degree;;"Rightside Registry";;"Rightside Registry";2015-01-07T17:00:00Z;2015-01-14T17:00:00Z;
EA;gives;;"Rightside Registry";;"Rightside Registry";2015-01-07T17:00:00Z;2015-01-14T17:00:00Z;
GA;xn--czr694b;;"Huyi Global Information Resources (Holding) Company Hong Kong Ltd.";;ZDNS;2015-01-08T04:00:00Z;2099-12-31T23:59:59Z;
SR;doosan;;"Doosan Corporation";;"Korea Internet & Security Agency (KISA)";2015-01-12T00:00:00Z;2015-03-15T23:59:59Z;
SR;firmdale;;"Firmdale Holdings Limited";;"Qinetics Solutions Sdn Bhd";2015-01-12T00:00:00Z;2015-03-13T23:59:59Z;
LR;how;;"Charleston Road Registry Inc.";;"Google Inc.";2015-01-12T00:00:00Z;2015-01-26T00:00:00Z;
SR;samsung;;"SAMSUNG SDS CO., LTD";;"Korea Internet & Security Agency (KISA)";2015-01-12T00:00:00Z;2015-03-15T23:59:59Z;
GA;xn--3bst00m;;"Eagle Horizon Limited";"Zodiac Holdings Ltd.";ZDNS;2015-01-12T04:00:00Z;2099-12-31T23:59:59Z;
SR;tirol;;"punkt Tirol GmbH";;"TLD-BOX Registrydienstleistungen GmbH";2015-01-12T10:00:00Z;2015-03-04T07:00:00Z;
SR;vote;FCFS;"Monolith Registry LLC";"Afilias Limited";"Afilias Limited";2015-01-13T16:00:00Z;2015-02-12T16:00:00Z;
SR;voto;FCFS;"Monolith Registry LLC";"Afilias Limited";"Afilias Limited";2015-01-13T16:00:00Z;2015-02-12T16:00:00Z;
LR;casa;;"Top Level Domain Holdings Limited";"Minds + Machines Group Limited";Nominet;2015-01-14T16:00:00Z;2015-01-28T16:00:00Z;
GA;world;;"Bitter Fields, LLC";"Donuts Inc.";"Rightside Registry";2015-01-14T16:00:00Z;2099-12-31T23:59:59Z;
GA;degree;;"Rightside Registry";;"Rightside Registry";2015-01-14T17:00:00Z;2099-12-31T23:59:59Z;
EA;forsale;;"Rightside Registry";;"Rightside Registry";2015-01-14T17:00:00Z;2015-01-21T17:00:00Z;
GA;gives;;"Rightside Registry";;"Rightside Registry";2015-01-14T17:00:00Z;2099-12-31T23:59:59Z;
SR;pharmacy;;"National Association of Boards of Pharmacy";;"Neustar Inc.";2015-01-15T00:00:00Z;2015-03-16T00:00:00Z;
SR;kred;FCFS;"KredTLD Pty Ltd";"PeopleBrowsr Inc.";"Neustar Inc.";2015-01-16T00:00:00Z;2015-02-15T00:00:00Z;
EA;band;;"Rightside Registry";;"Rightside Registry";2015-01-17T17:00:00Z;2015-01-28T17:00:00Z;
EA;rip;;"Rightside Registry";;"Rightside Registry";2015-01-17T17:00:00Z;2015-01-21T17:00:00Z;
SR;alsace;;"REGION D ALSACE";;AFNIC;2015-01-19T13:00:00Z;2015-03-20T13:00:00Z;
LR;alsace;;"REGION D ALSACE";;AFNIC;2015-01-19T13:00:00Z;2015-03-20T13:00:00Z;
LR;space;;"DotSpace Inc.";"Radix FZC";CentralNic;2015-01-19T16:00:00Z;2015-01-26T16:00:00Z;
GA;brussels;;"DNS.be vzw";;"TLD-BOX Registrydienstleistungen GmbH";2015-01-20T09:00:00Z;2099-12-31T23:59:59Z;
GA;vlaanderen;;"DNS.be vzw";;"TLD-BOX Registrydienstleistungen GmbH";2015-01-20T09:00:00Z;2099-12-31T23:59:59Z;
SR;tires;;"Dog Edge, LLC";"Donuts Inc.";"Rightside Registry";2015-01-20T16:00:00Z;2015-03-21T15:59:00Z;
GA;forsale;;"Rightside Registry";;"Rightside Registry";2015-01-21T17:00:00Z;2099-12-31T23:59:59Z;
SR;flowers;;"Uniregistry, Corp.";;"Uniregistry Inc.";2015-01-26T16:00:00Z;2015-03-27T16:00:00Z;
GA;how;;"Charleston Road Registry Inc.";;"Google Inc.";2015-01-28T00:00:00Z;2099-12-31T23:59:59Z;
GA;ryukyu;;"BRregistry, Inc.";;"GMO Registry, Inc.";2015-01-28T03:00:00Z;2099-12-31T23:59:59Z;
